FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0029887	CG3198    	chrX      	6668539   	6673973   	-         	6673973   	0.173854273083768	in        	Active559 	chrX      	6655000   	6695000   
FBgn0025815	Mcm6      	chrX      	6674387   	6677176   	+         	6674387   	-0.175198777499203	in        	Active559 	chrX      	6655000   	6695000   
FBgn0029888	ND-ASHI   	chrX      	6677262   	6679118   	-         	6679118   	-0.0442384453732867	in        	Active559 	chrX      	6655000   	6695000   
FBgn0286222	Fum1      	chrX      	6678424   	6681845   	+         	6678424   	0.0113601076248836	in        	Active559 	chrX      	6655000   	6695000   
FBgn0029890	Fum2      	chrX      	6681767   	6683696   	+         	6681767   	1.40542216557905	in        	Active559 	chrX      	6655000   	6695000   
FBgn0029891	Pink1     	chrX      	6683798   	6687302   	+         	6683798   	0.0717135428019592	in        	Active559 	chrX      	6655000   	6695000   
FBgn0265362	CG44303   	chrX      	6686963   	6687420   	-         	6687420   	-0.327879242710228	in        	Active559 	chrX      	6655000   	6695000   
FBgn0029892	CG3184    	chrX      	6687596   	6688774   	-         	6688774   	-0.00939436889999109	in        	Active559 	chrX      	6655000   	6695000   
FBgn0029893	CG14442   	chrX      	6689296   	6695007   	-         	6695007   	-0.156988175229904	in        	Active560 	chrX      	6695000   	6743000   
FBgn0029894	CG14440   	chrX      	6695866   	6698567   	-         	6698567   	0.0561648138473281	in        	Active560 	chrX      	6695000   	6743000   
FBgn0029895	CG14441   	chrX      	6699508   	6719389   	+         	6699508   	-0.167150676916224	in        	Active560 	chrX      	6695000   	6743000   
FBgn0029896	CG3168    	chrX      	6720004   	6739986   	-         	6739986   	-0.385052594805679	in        	Active560 	chrX      	6695000   	6743000   
FBgn0263415	lncRNA:CR43461	chrX      	6732717   	6735917   	+         	6732717   	2.59510930101412	in        	Active560 	chrX      	6695000   	6743000   
FBgn0029897	RpL17     	chrX      	6741537   	6744238   	-         	6744238   	-0.0223673798023354	in        	Active561 	chrX      	6743000   	6803000   
FBgn0086602	snoRNA:Psi28S-3436b	chrX      	6742349   	6742491   	-         	6742491   	-0.0898212250617426	in        	Active560 	chrX      	6695000   	6743000   
FBgn0086668	snoRNA:Psi28S-3436a	chrX      	6742686   	6742826   	-         	6742826   	-0.301618464266773	in        	Active560 	chrX      	6695000   	6743000   
FBgn0083013	snoRNA:Psi28S-1060	chrX      	6742852   	6743001   	-         	6743001   	-0.252040819418353	in        	Active561 	chrX      	6743000   	6803000   
FBgn0082997	snoRNA:Psi28S-1232	chrX      	6743675   	6743815   	-         	6743815   	-0.654277227403436	in        	Active561 	chrX      	6743000   	6803000   
FBgn0266200	lncRNA:CR44895	chrX      	6744879   	6746423   	+         	6744879   	0.995714046243392	in        	Active561 	chrX      	6743000   	6803000   
FBgn0266279	lncRNA:CR44964	chrX      	6746399   	6748020   	-         	6748020   	0.285539534074309	in        	Active561 	chrX      	6743000   	6803000   
FBgn0029898	CG14439   	chrX      	6747544   	6755752   	+         	6747544   	-1.07941050911528	in        	Active561 	chrX      	6743000   	6803000   
FBgn0287725	sov       	chrX      	6756322   	6770712   	+         	6756322   	0.218871510226	in        	Active561 	chrX      	6743000   	6803000   
FBgn0263507	lncRNA:CR43496	chrX      	6758610   	6759491   	-         	6759491   	-0.247870795403953	in        	Active561 	chrX      	6743000   	6803000   
FBgn0029502	Coq7      	chrX      	6771225   	6773039   	+         	6771225   	0.234004453124086	in        	Active561 	chrX      	6743000   	6803000   
FBgn0003390	shf       	chrX      	6771463   	6779659   	-         	6779659   	-0.414572919006961	in        	Active561 	chrX      	6743000   	6803000   
FBgn0259228	C3G       	chrX      	6780790   	6803593   	-         	6803593   	0.0585370124599652	in        	Active562 	chrX      	6803000   	6843000   
FBgn0029903	pod1      	chrX      	6803684   	6813830   	+         	6803684   	-0.115914567500599	in        	Active562 	chrX      	6803000   	6843000   
FBgn0086693	iav       	chrX      	6813978   	6818156   	+         	6813978   	1.28995351429678	in        	Active562 	chrX      	6803000   	6843000   
FBgn0029905	Nf-YC     	chrX      	6818178   	6820919   	-         	6820919   	-0.0520033698367699	in        	Active562 	chrX      	6803000   	6843000   
FBgn0029906	xit       	chrX      	6821016   	6822840   	+         	6821016   	-0.263266306205966	in        	Active562 	chrX      	6803000   	6843000   
FBgn0029907	Atx-1     	chrX      	6823204   	6824203   	+         	6823204   	0.298163840389886	in        	Active562 	chrX      	6803000   	6843000   
FBgn0263968	nonC      	chrX      	6824496   	6838122   	+         	6824496   	-0.114361196724853	in        	Active562 	chrX      	6803000   	6843000   
FBgn0029911	CG14435   	chrX      	6838174   	6843921   	-         	6843921   	-0.0764684155593972	in        	Active563 	chrX      	6843000   	6884000   
FBgn0029912	CG4557    	chrX      	6844341   	6847847   	+         	6844341   	-0.167168788951529	in        	Active563 	chrX      	6843000   	6884000   
FBgn0029913	Cht11     	chrX      	6847877   	6849517   	-         	6849517   	0.0269817461793636	in        	Active563 	chrX      	6843000   	6884000   
FBgn0029914	CG4558    	chrX      	6849770   	6851884   	+         	6849770   	-0.0732158562640911	in        	Active563 	chrX      	6843000   	6884000   
FBgn0029915	CG14434   	chrX      	6851909   	6867194   	-         	6867194   	0.351865984475141	in        	Active563 	chrX      	6843000   	6884000   
FBgn0263993	CG43736   	chrX      	6863888   	6881580   	+         	6863888   	0.265205210111716	in        	Active563 	chrX      	6843000   	6884000   
FBgn0029922	CG14431   	chrX      	6908277   	6968829   	+         	6908277   	0.539377910110127	in        	Null703   	chrX      	6884000   	6934000   
FBgn0052732	Setd3     	chrX      	6958032   	6968750   	-         	6968750   	0.0903006042537249	in        	Active564 	chrX      	6955000   	7020000   
FBgn0029924	CG4586    	chrX      	6969918   	6972265   	+         	6969918   	-1.54689392400269	in        	Active564 	chrX      	6955000   	7020000   
FBgn0029925	CG3040    	chrX      	6972324   	6973393   	-         	6973393   	-0.145537500445985	in        	Active564 	chrX      	6955000   	7020000   
FBgn0004646	ogre      	chrX      	6973620   	6991318   	-         	6991318   	-0.411238248800355	in        	Active564 	chrX      	6955000   	7020000   
FBgn0261284	bou       	chrX      	6986486   	6987188   	+         	6986486   	-0.0517548970477542	in        	Active564 	chrX      	6955000   	7020000   
FBgn0027106	Inx7      	chrX      	6991612   	6993612   	-         	6993612   	1.1984662413851	in        	Active564 	chrX      	6955000   	7020000   
FBgn0264385	lncRNA:CR43837	chrX      	6995882   	6997799   	-         	6997799   	1.23355417767482	in        	Active564 	chrX      	6955000   	7020000   
FBgn0027108	Inx2      	chrX      	6998672   	7004151   	+         	6998672   	-0.330446447590986	in        	Active564 	chrX      	6955000   	7020000   
FBgn0000330	cm        	chrX      	7009006   	7011145   	-         	7011145   	-0.189106560893019	in        	Active564 	chrX      	6955000   	7020000   
FBgn0029928	CG3032    	chrX      	7012239   	7013881   	-         	7013881   	0.0931163667882572	in        	Active564 	chrX      	6955000   	7020000   
FBgn0029929	CG4593    	chrX      	7013887   	7015009   	+         	7013887   	-0.719812705909309	in        	Active564 	chrX      	6955000   	7020000   
FBgn0029930	CG12541   	chrX      	7021608   	7066052   	-         	7066052   	1.02301324510187	in        	Active565 	chrX      	7064000   	7114000   
FBgn0029932	CG4607    	chrX      	7069413   	7072689   	+         	7069413   	-0.264079480842877	in        	Active565 	chrX      	7064000   	7114000   
FBgn0264270	Sxl       	chrX      	7074550   	7098053   	-         	7098053   	-0.103397068231753	in        	Active565 	chrX      	7064000   	7114000   
FBgn0029935	CG4615    	chrX      	7098578   	7102300   	-         	7102300   	0.138891419476076	in        	Active565 	chrX      	7064000   	7114000   
FBgn0029936	CG4617    	chrX      	7102555   	7104491   	-         	7104491   	-0.143913685784697	in        	Active565 	chrX      	7064000   	7114000   
FBgn0029937	CG8300    	chrX      	7104885   	7106345   	+         	7104885   	0.139221754075391	in        	Active565 	chrX      	7064000   	7114000   
FBgn0027342	fz4       	chrX      	7106272   	7110321   	-         	7110321   	0.0157650520490241	in        	Active565 	chrX      	7064000   	7114000   
FBgn0029939	CG9650    	chrX      	7137723   	7241932   	+         	7137723   	0.699966511233742	in        	PcG191    	chrX      	7131000   	7242000   
FBgn0265457	lncRNA:CR44357	chrX      	7166451   	7405797   	-         	7405797   	-2.14605002838921	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0029941	CG1677    	chrX      	7281089   	7405797   	-         	7405797   	-0.169746280619999	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0029942	CG2059    	chrX      	7286358   	7288117   	+         	7286358   	0.488723214450523	in        	Active566 	chrX      	7285000   	7324000   
FBgn0025549	unc-119   	chrX      	7288367   	7291298   	-         	7291298   	0.2058771149659	in        	Active566 	chrX      	7285000   	7324000   
FBgn0024250	brk       	chrX      	7307939   	7311132   	+         	7307939   	0.154121156241926	in        	Active566 	chrX      	7285000   	7324000   
FBgn0029943	Atg5      	chrX      	7314622   	7323770   	-         	7323770   	0.157018081852806	in        	Active566 	chrX      	7285000   	7324000   
FBgn0029944	Dok       	chrX      	7324214   	7328806   	+         	7324214   	0.218492212547256	214out    	Active566 	chrX      	7285000   	7324000   
FBgn0029945	CG18155   	chrX      	7329046   	7331255   	+         	7329046   	0.236484373632985	5046out   	NA        	NA        	NA        	NA        
FBgn0026144	CBP       	chrX      	7337352   	7342731   	+         	7337352   	-0.219298029848477	13352out  	NA        	NA        	NA        	NA        
FBgn0029947	CG1999    	chrX      	7358796   	7360058   	+         	7358796   	2.01132213097359	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0259098	CG42246   	chrX      	7411267   	7411906   	-         	7411906   	-1.20731647379967	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0052719	CG32719   	chrX      	7508651   	7547992   	-         	7547992   	-2.97738581609113	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0004198	ct        	chrX      	7608428   	7678859   	+         	7608428   	0.00512946357602764	in        	PcG192    	chrX      	7352000   	7675000   
FBgn0267226	lncRNA:CR45666	chrX      	7679968   	7680520   	-         	7680520   	-4.52915668278788	in        	Active567 	chrX      	7675000   	7720000   
FBgn0267225	lncRNA:CR45665	chrX      	7681002   	7681278   	-         	7681278   	-1.98484858535001	in        	Active567 	chrX      	7675000   	7720000   
FBgn0029504	CHES-1-like	chrX      	7682338   	7709385   	-         	7709385   	-0.0370267983375743	in        	Active567 	chrX      	7675000   	7720000   
FBgn0262979	lncRNA:CR43287	chrX      	7707775   	7708587   	+         	7707775   	0.243324529553165	in        	Active567 	chrX      	7675000   	7720000   
FBgn0022786	Hira      	chrX      	7722119   	7725917   	+         	7722119   	-0.0220046531977797	in        	Active568 	chrX      	7720000   	7748000   
FBgn0027553	NELF-B    	chrX      	7725996   	7728361   	-         	7728361   	-0.230726339904498	in        	Active568 	chrX      	7720000   	7748000   
FBgn0029957	CG12155   	chrX      	7728755   	7731729   	+         	7728755   	0.176973614859897	in        	Active568 	chrX      	7720000   	7748000   
FBgn0029958	Pdp       	chrX      	7731779   	7734651   	-         	7734651   	-0.0358954588794146	in        	Active568 	chrX      	7720000   	7748000   
FBgn0029959	Rab39     	chrX      	7734923   	7736756   	+         	7734923   	0.0634413694797658	in        	Active568 	chrX      	7720000   	7748000   
FBgn0016041	Tom40     	chrX      	7736893   	7739978   	+         	7736893   	-0.159494434007986	in        	Active568 	chrX      	7720000   	7748000   
FBgn0259188	Ir7f      	chrX      	7881939   	7884026   	-         	7884026   	-4.92267483232193	in        	Null708   	chrX      	7822000   	7887000   
FBgn0029969	CG10932   	chrX      	7887130   	7888785   	-         	7888785   	-1.26732943404191	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029970	Nek2      	chrX      	7889066   	7891646   	-         	7891646   	-0.0900629495876955	in        	Active569 	chrX      	7887000   	7930000   
FBgn0040087	p115      	chrX      	7894031   	7896991   	+         	7894031   	-0.0888371905023613	in        	Active569 	chrX      	7887000   	7930000   
FBgn0260447	CR11386   	chrX      	7897250   	7897987   	-         	7897987   	-0.300146610780162	in        	Active569 	chrX      	7887000   	7930000   
FBgn0053222	CR33222   	chrX      	7898438   	7901302   	-         	7901302   	-0.628116029086273	in        	Active569 	chrX      	7887000   	7930000   
FBgn0261592	RpS6      	chrX      	7899624   	7901331   	-         	7901331   	-0.030059954186795	in        	Active569 	chrX      	7887000   	7930000   
FBgn0010292	bys       	chrX      	7901880   	7903643   	+         	7901880   	-0.276285570890323	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029974	dpr14     	chrX      	7903704   	7908286   	-         	7908286   	0.990856510276677	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029975	spidey    	chrX      	7908931   	7911885   	+         	7908931   	0.370569595841386	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029976	snz       	chrX      	7912089   	7918444   	+         	7912089   	0.119009416749526	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029977	hdm       	chrX      	7918517   	7920131   	-         	7920131   	2.82530021702954	in        	Active569 	chrX      	7887000   	7930000   
FBgn0260858	Ykt6      	chrX      	7920409   	7921966   	+         	7920409   	0.0327946331633616	in        	Active569 	chrX      	7887000   	7930000   
FBgn0029979	mahe      	chrX      	7922158   	7931382   	-         	7931382   	-0.192888807623449	in        	Active570 	chrX      	7931000   	7973000   
FBgn0029980	CG10778   	chrX      	7931745   	7933351   	-         	7933351   	-0.198597381150953	in        	Active570 	chrX      	7931000   	7973000   
